song_name,artist_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
Better Off Alone,Alice DJ,73,217573,0.00437,0.667,0.818,0.761,8,0.288,-9.149,0,0.0594,136.957,4,0.761
Lovefool - Radio Edit,The Cardigans,35,193893,0.0443,0.644,0.599,0,9,0.286,-7.936,1,0.029,111.829,4,0.941
Song 2 - 2012 Remastered Version,Blur,77,121160,0.00178,0.674,0.789,0.0071,8,0.0754,-6.903,1,0.0676,129.804,4,0.918
Believe,Cher,77,239026,0.0082,0.652,0.917,0,6,0.0509,-6.72,1,0.0548,132.975,4,0.459
Close To You,Maxi Priest,56,330080,0.0105,0.762,0.646,2.14E-06,10,0.0406,-8.69,0,0.092,95.992,4,0.819
Linger,The Cranberries,77,274706,0.0783,0.439,0.434,4.87E-05,7,0.14,-14.918,1,0.0265,94.845,4,0.204
Ironic,Alanis Morissette,60,225933,0.25,0.295,0.593,0,11,0.236,-7.572,1,0.0555,85.482,4,0.37
Fly Away,Lenny Kravitz,71,221332,0.018,0.586,0.872,0,7,0.622,-5.066,1,0.0483,159.925,4,0.729
Come As You Are,Nirvana,77,218920,0.00016,0.5,0.824,0.00161,4,0.0916,-5.846,0,0.0388,120.125,4,0.539
I Don't Want to Miss a Thing,Aerosmith,78,298760,0.165,0.383,0.662,0,2,0.248,-5.162,1,0.0333,121.154,4,0.138
Tom's Diner,Suzanne Vega,23,227453,0.0191,0.867,0.531,0.0401,6,0.0429,-8.753,0,0.044,99.136,4,0.722
Praise You - Remastered,Fatboy Slim,18,225973,0.0352,0.624,0.879,0.575,1,0.127,-6.663,1,0.0488,109.73,4,0.526
Man! I Feel Like A Woman!,Shania Twain,34,233000,0.642,0.675,0.888,0,10,0.36,-3.018,1,0.0439,124.961,4,0.74
Breakfast At Tiffany's,Deep Blue Something,70,257186,0.113,0.624,0.826,0,2,0.0938,-5.534,1,0.0287,110.372,4,0.526
Buddy Holly,Weezer,17,159226,0.00271,0.556,0.92,0.00021,8,0.117,-4.606,1,0.0367,121.138,4,0.771
"Bills, Bills, Bills",Destiny's Child,65,256026,0.139,0.845,0.576,0,11,0.0764,-5.15,0,0.153,127.641,4,0.461
Vogue,Madonna,66,316813,0.00379,0.737,0.88,0.00351,6,0.417,-6.449,1,0.0433,115.998,4,0.329
The Rhythm of the Night,Corona,70,264280,0.000232,0.69,0.805,0.739,5,0.095,-11.522,0,0.0336,127.808,4,0.799
Jaded,Drake,78,262453,0.037,0.766,0.271,0,0,0.175,-5.697,1,0.0412,116.02,4,0.0371
Exchange,Bryson Tiller,81,194613,0.108,0.53,0.433,0,6,0.135,-10.598,1,0.185,160.14,4,0.274
This Way,Khalid,79,211204,0.694,0.62,0.282,0,5,0.119,-10.533,0,0.0464,124.609,3,0.193
I Fall Apart,Post Malone,89,223346,0.0689,0.556,0.538,0,8,0.196,-5.408,0,0.0382,143.95,4,0.291
Die For You,The Weeknd,79,260253,0.111,0.586,0.525,0,1,0.134,-7.163,0,0.0615,133.629,4,0.508
Easily,Bruno Major,73,210240,0.491,0.772,0.256,0.00612,7,0.144,-8.545,0,0.0481,118.902,3,0.357
Doing It Wrong,Drake,72,265120,0.841,0.397,0.172,6.78E-05,6,0.108,-15.698,0,0.0445,101.275,4,0.123
Sure Thing,Miguel,75,195373,0.0275,0.684,0.603,0.000311,11,0.191,-8.127,0,0.0989,81,4,0.504
From Time,Drake,71,322160,0.626,0.738,0.491,0,1,0.126,-9.726,0,0.413,94.378,4,0.448
Juke Jam (feat. Justin Bieber & Towkio),Chance the Rapper,76,219683,0.716,0.505,0.397,0,5,0.0853,-9.349,1,0.324,95.063,1,0.558
Saved,Khalid,81,206533,0.189,0.739,0.448,0,10,0.118,-10.28,0,0.138,81.044,4,0.553
The Way (feat. Chance the Rapper),Kehlani,71,262520,0.389,0.746,0.538,0,10,0.139,-6.479,1,0.32,101.018,4,0.516
Wicked Games,The Weeknd,76,323746,0.00959,0.658,0.591,5.27E-06,9,0.325,-5.197,1,0.0309,114.078,4,0.326
Best Part (feat. H.E.R.),Daniel Caesar,82,209831,0.808,0.524,0.364,0,7,0.1,-10.209,1,0.0367,75.24,4,0.436
Marvins Room,Drake,66,347586,0.65,0.397,0.26,0.00142,9,0.0842,-17.302,0,0.124,78.175,4,0.295
LOVE. FEAT. ZACARI.,Kendrick Lamar,83,213400,0.264,0.8,0.585,0,10,0.153,-7.343,1,0.0924,126.058,4,0.779
Come and See Me (feat. Drake),PARTYNEXTDOOR,46,235477,0.0538,0.807,0.346,2.55E-06,2,0.087,-10.275,1,0.0613,84.98,4,0.0608
Sober,Childish Gambino,77,252013,0.0972,0.699,0.601,1.17E-05,0,0.562,-6.48,1,0.0304,98.04,4,0.434
Get You (feat. Kali Uchis),Daniel Caesar,70,277297,0.426,0.659,0.295,6.95E-05,11,0.0795,-8.528,0,0.0322,74.037,4,0.36
Coaster,Khalid,79,199120,0.935,0.441,0.219,0,8,0.115,-14.586,1,0.0419,94.021,4,0.244
Don't,Bryson Tiller,80,198293,0.222,0.765,0.356,0,11,0.0963,-5.556,0,0.196,97.001,4,0.19
Losin Control,Russ,7,240065,0.51,0.761,0.247,0.000275,6,0.0968,-6.597,1,0.145,97.013,4,0.262
Teenage Fever,Drake,33,219692,0.111,0.766,0.283,0.0172,8,0.115,-10.33,0,0.0846,97.04,4,0.144
Cutting Ties,6LACK,72,261703,0.0099,0.788,0.601,2.30E-05,5,0.105,-6.673,1,0.0413,139.926,4,0.242
"Psycho, Pt. 2",Russ,77,161985,0.775,0.766,0.548,5.57E-06,10,0.1,-4.29,1,0.235,82.944,4,0.424
Love Galore (feat. Travis Scott),SZA,81,275080,0.111,0.795,0.594,0,0,0.162,-6.2,1,0.0747,135.002,4,0.409
Jungle,Drake,73,320400,0.614,0.508,0.234,0.000163,7,0.111,-8.724,1,0.109,195.092,4,0.392
oui,Jeremih,28,238320,0.203,0.41,0.726,0,5,0.107,-3.845,1,0.15,77.226,5,0.552
Hurt You,The Weeknd,76,230026,0.3,0.484,0.716,0.00214,5,0.112,-7.193,0,0.167,184.131,4,0.365
Let Me Love You,Mario,80,256733,0.235,0.656,0.578,0,7,0.118,-8.97,0,0.0922,94.514,4,0.556
Nonchalant,6LACK,67,183454,0.321,0.568,0.368,0.000618,11,0.121,-12.486,0,0.447,79.697,4,0.0544
Shot Down,Khalid,64,209185,0.885,0.769,0.511,0.000186,6,0.106,-6.673,1,0.0609,123.954,4,0.507
Poison,Brent Faiyaz,69,212992,0.711,0.689,0.394,0.000905,2,0.0859,-10.102,0,0.065,117.489,3,0.382
Novacane,Frank Ocean,23,302346,0.0542,0.763,0.516,0.000689,3,0.162,-9.267,1,0.115,93.5,4,0.363
Angels,Khalid,73,170680,0.959,0.472,0.265,0.000499,6,0.1,-10.059,0,0.0356,111.558,4,0.204
Wylin',Always Never,63,269268,0.112,0.492,0.489,0.00172,0,0.0911,-7.853,1,0.042,163.996,4,0.0348
Losing,H.E.R.,60,225780,0.339,0.422,0.349,0.00024,4,0.108,-12.424,0,0.315,57,4,0.134
Broken,Lund,77,200627,0.0423,0.828,0.581,0.000903,0,0.109,-2.659,1,0.0429,133.999,4,0.145
Right My Wrongs,Bryson Tiller,74,249320,0.344,0.538,0.449,0,1,0.157,-8.078,1,0.0463,132.639,4,0.27
The Morning,The Weeknd,72,312426,0.317,0.652,0.549,0,6,0.104,-7.555,0,0.039,120.073,4,0.186
Best Friend,Rex Orange County,79,262231,0.395,0.575,0.714,0,6,0.115,-5.247,1,0.0596,144.982,4,0.32
True Colors,The Weeknd,72,206013,0.284,0.624,0.424,0,1,0.173,-8.237,1,0.24,76.669,4,0.584
Redemption,Drake,69,333946,0.618,0.635,0.319,1.69E-06,0,0.117,-8.727,1,0.118,118.844,4,0.327
Drama (feat. Drake),Roy Woods,74,251859,0.157,0.709,0.362,0,11,0.109,-9.814,1,0.055,122.043,4,0.113
Morning,Marc E. Bassy,71,206080,0.563,0.468,0.438,0,10,0.181,-8.227,1,0.0697,108.367,3,0.344
Luving U,6LACK,6,252893,0.099,0.524,0.468,0.00131,10,0.112,-9.73,1,0.223,121.874,4,0.149
Some Kind Of Drug,G-Eazy,74,222466,0.0705,0.586,0.525,0,0,0.0729,-8.968,1,0.498,126.51,4,0.491
Easy,Mac Ayres,72,314357,0.373,0.722,0.282,0.00557,5,0.147,-7.484,1,0.106,91.367,4,0.217
Shot For Me,Drake,48,224720,0.0555,0.566,0.465,0,2,0.567,-11.714,1,0.235,143.015,4,0.177
Alone,Russ,65,178773,0.0874,0.537,0.528,0,11,0.0855,-7.666,0,0.208,96.931,4,0.124
While We're Young,Jhene Aiko,73,236160,0.107,0.454,0.791,2.10E-06,2,0.108,-6.013,1,0.335,127.638,4,0.791
Nikes,Frank Ocean,74,314075,0.695,0.543,0.394,0.000239,8,0.108,-9.637,1,0.0864,137.811,4,0.118
L$D,A$AP Rocky,75,238306,0.193,0.598,0.252,0.138,2,0.0992,-15.086,1,0.0647,120.06,4,0.0352
Dark Times,The Weeknd,31,260640,0.106,0.585,0.421,9.54E-06,7,0.14,-9.593,1,0.0707,132.986,3,0.24
i miss the old u,Blackbear,74,211127,0.31,0.716,0.812,0,7,0.551,-5.233,1,0.344,133.047,4,0.385
Feel No Ways,Drake,69,240653,0.0319,0.589,0.673,5.68E-06,7,0.108,-7.082,1,0.167,193.783,4,0.209
Ooh Nah Nah (feat. Masego),SiR,62,240000,0.052,0.85,0.273,2.22E-06,7,0.104,-11.567,0,0.278,116.894,4,0.572
Frustrated,R.LUM.R,67,201463,0.321,0.441,0.57,0,2,0.0862,-6.186,1,0.0553,122.329,4,0.229
All My Friends (feat. Tinashe & Chance the Rapper),Snakehips,75,229746,0.119,0.689,0.521,8.41E-05,0,0.108,-5.845,1,0.132,95.055,4,0.178
Too Fast,Sonder,69,308005,0.316,0.395,0.33,1.89E-05,4,0.268,-10.924,0,0.0408,98.813,3,0.102
She Don't (feat. Ty Dolla $Ign),Ella Mai,76,264097,0.268,0.65,0.478,0,7,0.177,-7.512,0,0.05,99.979,4,0.147
Think About Me,dvsn,70,246240,0.0607,0.547,0.294,0.786,7,0.0933,-10.202,1,0.0482,105.027,4,0.11
Let's Get Lost,G-Eazy,69,240680,0.103,0.671,0.672,3.98E-05,4,0.074,-9.188,0,0.12,117.96,4,0.186
Location,Khalid,12,224000,0.455,0.764,0.262,0.0249,1,0.104,-17.074,0,0.446,80.047,4,0.29
Coloring,Kevin Garrett,65,219973,0.497,0.645,0.264,0.064,0,0.113,-10.075,1,0.0266,76.025,4,0.221
With Me,dvsn,68,419500,0.0314,0.771,0.466,0.000761,0,0.31,-8.651,1,0.0308,110.011,4,0.245
When The Sun Goes Down,Arctic Monkeys,18,200013,0.0346,0.349,0.87,0,11,0.129,-4.746,0,0.183,169.649,4,0.417
A-Punk,Vampire Weekend,71,137760,0.0102,0.551,0.821,0.0438,2,0.153,-4.489,1,0.0539,174.923,4,0.842
Golden Skans,Klaxons,31,165120,0.000418,0.463,0.836,7.38E-06,2,0.25,-2.776,0,0.0381,141.955,4,0.713
Last Nite,The Strokes,73,193506,0.0285,0.624,0.91,0.000198,0,0.0789,-5.703,1,0.0297,104.042,4,0.767
Paper Planes,M.I.A.,73,205200,0.0254,0.541,0.854,0.000125,2,0.651,-6.196,1,0.155,86.044,4,0.454
Young Folks,Peter Bjorn and John,71,276693,0.0164,0.699,0.812,0.000763,0,0.105,-6.005,1,0.0377,138.185,4,0.662
Take Me Out,Franz Ferdinand,73,237026,0.000409,0.277,0.663,0.00051,4,0.136,-8.821,0,0.0377,104.561,4,0.527
We Are Your Friends - Radio Edit,Justice,57,164960,0.0102,0.646,0.977,0.769,9,0.201,1.585,0,0.167,123.016,4,0.606
Standing In the Way of Control,Gossip,58,256399,0.00694,0.697,0.919,0.0621,7,0.203,-6.174,1,0.029,118.341,4,0.943
Heads Will Roll,Yeah Yeah Yeahs,29,221000,0.000187,0.562,0.903,0.0939,8,0.298,-4.46,0,0.0296,132.009,4,0.791
1901,Phoenix,66,193120,0.0588,0.607,0.835,4.71E-05,0,0.195,-5.427,1,0.0415,144.087,4,0.719
Kids,MGMT,78,302840,0.00076,0.451,0.931,0.0049,9,0.361,-3.871,1,0.0719,122.961,4,0.172
Banquet,Bloc Party,58,200400,0.000156,0.591,0.939,0.0111,10,0.0882,-4.911,0,0.0533,150.249,4,0.856
Men's Needs,The Cribs,56,195697,0.000106,0.548,0.94,6.44E-05,1,0.0696,-2.274,0,0.0472,121.994,4,0.783
Seven Nation Army,The White Stripes,81,231920,0.00666,0.745,0.466,0.35,4,0.272,-7.62,0,0.0864,123.889,4,0.303
Molly's Chambers,Kings of Leon,49,134906,0.232,0.596,0.899,3.98E-06,11,0.212,-3.967,1,0.0504,146.448,4,0.939
Don't Look Back into the Sun,The Libertines,56,178266,0.00561,0.237,0.842,0.000882,0,0.294,-4.05,0,0.093,89.744,4,0.602
Always Like This,Bombay Bicycle Club,27,245640,0.441,0.659,0.591,0.000861,1,0.0862,-6.713,1,0.0313,121.14,4,0.707
Two Weeks,Grizzly Bear,70,243160,0.289,0.537,0.712,0.00568,5,0.08,-5.597,1,0.0286,159.871,4,0.704
Do It All Over Again,Spiritualized,43,226426,0.00151,0.421,0.757,0.0422,0,0.116,-6.034,1,0.0324,140.102,4,0.672
Bohemian Like You,The Dandy Warhols,67,211706,0.00315,0.584,0.931,0.772,9,0.133,-6.158,1,0.0344,131.275,4,0.694
"Steady, As She Goes",The Raconteurs,10,215293,0.00882,0.53,0.601,0.0211,9,0.083,-4.364,1,0.112,123.009,4,0.572
Float On,Modest Mouse,73,208466,0.013,0.649,0.888,2.23E-06,6,0.0888,-4.807,1,0.0293,100.975,4,0.553
I'm Not Gonna Teach Your Boyfriend How To Dance With You,Black Kids,47,217733,0.000304,0.48,0.929,0,0,0.366,-4.082,1,0.0476,125.321,4,0.799
Hang Me Up To Dry,Cold War Kids,63,218786,0.0241,0.509,0.916,0.000402,2,0.36,-2.793,1,0.0324,92.432,4,0.672
Black And White Town,Doves,44,262896,0.000109,0.287,0.815,0.265,1,0.159,-6.594,1,0.0436,171.653,4,0.302
Ready For The Floor,Hot Chip,9,234240,0.00903,0.764,0.759,0,1,0.0746,-5.443,0,0.0413,128.999,4,0.937
Apply Some Pressure,Maximo Park,61,200346,0.000719,0.378,0.953,2.89E-05,9,0.0936,-3.632,1,0.138,167.808,4,0.512
Rebellion (Lies),Arcade Fire,11,310893,0.00787,0.4,0.934,0.513,8,0.338,-5.696,1,0.0344,127.09,4,0.731
Jump In The Pool,Friendly Fires,54,217040,0.00883,0.419,0.924,0.0229,9,0.313,-4.404,1,0.116,139.977,4,0.362
Balloons,Foals,43,180666,0.0826,0.582,0.984,0.153,9,0.0713,-1.962,0,0.0529,153.943,4,0.771
Skinny Love,Bon Iver,69,238532,0.842,0.592,0.256,2.38E-06,4,0.088,-14.031,0,0.0449,76.361,4,0.103
Heartbeats,The Knife,7,231800,0.0193,0.646,0.751,7.85E-05,8,0.113,-4.876,1,0.032,87.979,4,0.447
Sleepyhead,Passion Pit,67,174760,0.0892,0.568,0.719,1.84E-06,8,0.233,-5.406,1,0.0354,106.036,4,0.539
Cheap and Cheerful,The Kills,5,146680,0.00117,0.886,0.727,0.000608,11,0.0824,-5.396,0,0.0832,128.962,4,0.679
Such Great Heights,The Postal Service,44,266346,0.00907,0.653,0.818,0.23,5,0.0703,-8.125,1,0.047,174.984,4,0.198
Hoppípolla,Sigur Rós,44,270013,0.0356,0.312,0.543,0.225,11,0.128,-9.875,1,0.0308,140.109,4,0.178
Obstacle 1,Interpol,50,251293,5.18E-05,0.376,0.938,0.574,5,0.0705,-4.9,1,0.0618,120.514,4,0.385
Ladyflash,The Go! Team,47,256026,0.000278,0.562,0.959,0.534,3,0.17,-5.288,1,0.0543,115.406,4,0.711
This Is Love,PJ Harvey,41,227533,5.33E-05,0.589,0.705,1.22E-05,0,0.161,-5.236,1,0.0292,112.402,4,0.394
Feel Good Hit Of The Summer,Queens of the Stone Age,18,163266,0.0114,0.326,0.929,0.000979,11,0.198,-5.754,1,0.174,164.984,4,0.521
You Can't Hurry Love,The Concretes,44,122706,0.00751,0.349,0.723,0.00575,2,0.325,-5.189,1,0.0342,138.804,4,0.775
Australia,The Shins,42,236733,0.00442,0.434,0.842,0.000142,4,0.308,-4.468,1,0.038,169.935,4,0.838
Mykonos,Fleet Foxes,17,275306,0.417,0.391,0.45,0.000335,11,0.14,-9.251,1,0.0306,121.946,4,0.344
Eple,Röyksopp,49,216640,0.00236,0.673,0.76,0.21,6,0.114,-8.381,1,0.0456,106.48,4,0.795
Wolf Like Me,TV On The Radio,61,277466,0.00175,0.357,0.787,0.00611,7,0.115,-4.979,1,0.0419,175.882,4,0.191
Daniel,Bat For Lashes,56,251120,0.0118,0.593,0.658,0.0204,8,0.137,-8.393,0,0.0364,135.053,4,0.422
Do You Realize??,The Flaming Lips,62,213173,0.006,0.464,0.797,0.000304,0,0.392,-5.244,1,0.0333,129.964,4,0.547
Let's Make Love And Listen To Death From Above - Dan Carey Mix; Remastered Version,CSS,44,213159,0.0819,0.688,0.804,0.00813,10,0.325,-4.313,0,0.0322,119.991,4,0.742
The Underdog,Spoon,51,222320,0.0602,0.693,0.646,0.00132,7,0.678,-6.484,1,0.0313,145.116,4,0.89
The Rat,The Walkmen,58,262106,0.000151,0.176,0.917,0.0728,6,0.235,-4.884,0,0.0635,168.197,4,0.325
Son Of Sam,Elliott Smith,11,184333,0.00698,0.519,0.783,0.000503,9,0.238,-6.261,1,0.0254,96.019,4,0.259
A Minha Menina,The Bees,36,170733,0.806,0.53,0.809,0.0122,9,0.215,-8.222,0,0.0514,98.88,4,0.804
Everything In Its Right Place,Radiohead,65,251426,0.699,0.293,0.462,0.0444,5,0.0954,-11.412,0,0.0453,124.004,5,0.0623
All My Friends - Edit,LCD Soundsystem,46,366841,0.0818,0.675,0.92,0.432,9,0.14,-3.823,1,0.0343,142.599,4,0.936
Lovely Head,Goldfrapp,5,237173,0.516,0.472,0.626,0.559,5,0.741,-8.485,0,0.074,108.946,4,0.0705
Juxtapozed With U,Super Furry Animals,48,188706,0.109,0.525,0.833,1.05E-05,9,0.181,-6.284,1,0.0522,82.842,4,0.931
Whole New Way,The Horrors,44,238381,0.0713,0.559,0.694,0.893,7,0.264,-4.957,1,0.0306,153.977,4,0.788
Once And Never Again,The Long Blondes,39,175920,0.00357,0.523,0.85,0,7,0.281,-4.653,1,0.033,114.876,4,0.792
Abel,The National,50,217026,0.000348,0.342,0.944,0.257,0,0.0848,-3.873,1,0.0489,158.805,4,0.413
Ghosts,Laura Marling,57,179960,0.376,0.463,0.368,0,9,0.149,-11.546,1,0.048,141.974,4,0.75
The Greatest,Cat Power,64,202560,0.738,0.508,0.362,0.000998,0,0.0922,-9.688,1,0.0262,107.459,4,0.328
"Lloyd, I'm Ready To Be Heartbroken",Camera Obscura,50,231160,0.00878,0.329,0.857,0.0725,11,0.156,-3.681,1,0.0496,143.482,4,0.476
Fidelity,Regina Spektor,63,226680,0.52,0.923,0.518,0.000142,5,0.104,-6.008,1,0.0492,93.023,4,0.682
My Girls,Animal Collective,52,340786,0.256,0.508,0.953,0.0445,4,0.929,-6.031,0,0.0806,119.973,4,0.555
Blind - Radio Edit,Hercules & Love Affair,61,345560,0.00542,0.716,0.914,0.000218,7,0.0504,-6.907,0,0.0341,118.579,4,0.69
Out of Time,Blur,50,233373,0.0424,0.529,0.455,0.00364,0,0.364,-8.603,1,0.0274,138.678,4,0.318
House Of Jealous Lovers,The Rapture,45,304786,0.000333,0.729,0.761,0.368,1,0.308,-4.277,1,0.0354,130.007,4,0.763
Up With People,Lambchop,4,359360,0.339,0.558,0.539,0.217,9,0.133,-12.86,1,0.0296,136.049,4,0.496
Romantic Rights,Death From Above 1979,45,195106,0.00316,0.516,0.961,0,5,0.404,-5.37,0,0.157,150.147,4,0.458
Lovely Allen,Holy Fuck,41,271040,0.0493,0.537,0.951,0.867,5,0.157,-6.629,1,0.104,116.244,4,0.0964
Pull Shapes,The Pipettes,42,178453,0.0326,0.516,0.94,0.000286,7,0.0433,-1.909,1,0.0672,144.016,4,0.767
Teen Angst,M83,8,303133,2.41E-05,0.32,0.863,0.14,11,0.257,-5.089,0,0.0447,149.998,4,0.0991
Forget Myself,Elbow,10,322346,0.000671,0.535,0.932,0.00227,2,0.225,-2.954,1,0.0282,97.48,4,0.554
The Skin Of My Yellow Country Teeth,Clap Your Hands Say Yeah,4,343773,0.00732,0.455,0.972,0.00026,0,0.111,-5.142,1,0.0608,141.602,4,0.391
Hope There's Someone,Antony and the Johnsons,54,261200,0.979,0.294,0.184,0.0115,6,0.143,-10.421,1,0.0405,141.245,1,0.0812
Nothing Ever Happened,Deerhunter,39,350920,1.94E-05,0.264,0.841,0.834,2,0.109,-6.31,1,0.0321,150.102,4,0.716
Williams Blood - Edit,Grace Jones,33,242400,0.00981,0.714,0.438,0.000495,6,0.193,-14.753,0,0.0355,103.997,4,0.587
Single Again,The Fiery Furnaces,41,231253,0.102,0.852,0.736,0.00837,4,0.181,-3.863,1,0.0719,132.064,4,0.926
Atlas,Battles,48,427200,0.000103,0.761,0.721,0.0761,2,0.103,-5.529,1,0.0392,135.181,4,0.39
Red Eyes,The War On Drugs,66,298920,0.00871,0.464,0.815,0.201,10,0.162,-6.371,1,0.0368,161.845,4,0.467
The Less I Know The Better,Tame Impala,39,216318,0.0138,0.64,0.755,0.0208,1,0.12,-4.077,0,0.0287,116.883,4,0.744
Tilted,Christine and the Queens,62,233247,0.283,0.872,0.361,0.00262,7,0.108,-9.88,1,0.0609,100.001,4,0.489
Chateau Lobby #4 (in C for Two Virgins),Father John Misty,51,170840,0.209,0.436,0.804,0,0,0.171,-4.907,1,0.0409,188.061,4,0.784
VCR,The xx,62,177093,0.902,0.762,0.481,0.83,0,0.1,-12.744,1,0.0299,109.351,4,0.467
Midnight City,M83,75,243960,0.0182,0.507,0.729,1.40E-06,11,0.0658,-5.399,0,0.0393,105.013,4,0.272
Can't Do Without You,Caribou,58,236400,0.772,0.457,0.404,0.782,0,0.78,-9.1,1,0.0598,128.01,4,0.479
Seasons (Waiting On You),Future Islands,64,226440,0.136,0.498,0.721,0.7,10,0.0933,-5.232,1,0.0282,140.027,4,0.589
Inside Out,Spoon,50,301960,0.466,0.619,0.621,0.145,0,0.0718,-4.709,1,0.0307,176.173,4,0.501
Desire Lines,Deerhunter,58,404413,0.0565,0.318,0.918,0.293,2,0.659,-6.288,1,0.0373,120.567,4,0.6
The Mother We Share,CHVRCHES,58,191293,0.0312,0.449,0.719,5.31E-06,1,0.117,-5.121,1,0.0307,174.008,4,0.347
Bloodbuzz Ohio,The National,57,275933,0.0554,0.39,0.834,0.18,9,0.103,-6.367,1,0.0444,157.077,4,0.684
"Archie, Marry Me",Alvvays,50,196560,0.00956,0.27,0.83,0.434,7,0.142,-4.592,1,0.0741,117.314,4,0.205
Depreston,Courtney Barnett,47,292853,0.0246,0.692,0.467,1.43E-05,0,0.059,-11.577,1,0.0336,126.407,4,0.422
I Can Change,LCD Soundsystem,57,352003,0.00215,0.644,0.73,0.00178,1,0.233,-6.565,1,0.0287,116.981,4,0.695
Oblivion,Grimes,58,251266,0.115,0.697,0.529,0.901,2,0.0895,-8.838,1,0.0338,155.974,4,0.486
Royals,Lorde,80,190185,0.106,0.616,0.432,0,7,0.132,-9.546,1,0.133,84.778,4,0.302
Zebra,Beach House,48,288720,0.855,0.608,0.474,0.00573,8,0.141,-8.312,1,0.0273,118.378,3,0.252
Breezeblocks,alt-J,71,227080,0.118,0.569,0.645,0.00114,5,0.146,-7.368,1,0.0387,74.985,4,0.247
Snap Out Of It,Arctic Monkeys,74,193030,0.249,0.728,0.638,0,5,0.116,-6.455,0,0.0336,130.014,4,0.872
Heart Is A Drum,Beck,52,271106,0.213,0.62,0.598,0.429,0,0.108,-10.396,1,0.0304,122.964,4,0.343
33 “GOD”,Bon Iver,64,213000,0.83,0.52,0.389,0.0265,4,0.0937,-10.476,1,0.0403,133.113,4,0.326
Dancing On My Own,Robyn,47,288670,0.0576,0.68,0.864,0.199,6,0.089,-4.761,1,0.0344,117.022,4,0.277
I Know There's Gonna Be (Good Times),Jamie xx,62,213622,0.12,0.458,0.597,0,11,0.477,-9.919,0,0.22,89.455,4,0.484
Pretty Pimpin,Kurt Vile,67,298760,0.0928,0.566,0.664,0.305,8,0.0903,-9.081,1,0.0281,91.117,4,0.764
Distant Past,Everything Everything,55,221693,0.0666,0.694,0.812,0.000533,11,0.211,-6.473,0,0.0355,129.988,4,0.522
Falling,HAIM,55,257813,0.0792,0.743,0.899,7.75E-05,2,0.0838,-5.675,1,0.0688,111.98,4,0.265
Sleep Alone,Two Door Cinema Club,53,236440,0.000111,0.521,0.759,0.00292,0,0.0931,-5.008,1,0.0419,148.044,4,0.552
Boyfriend,Best Coast,36,149813,0.101,0.256,0.872,0.108,0,0.137,-3.822,1,0.0519,115.072,4,0.575
Shut Up Kiss Me,Angel Olsen,62,202200,0.0552,0.373,0.63,0,7,0.107,-5.131,1,0.0461,115.942,4,0.352
Something For Your M.I.N.D.,Superorganism,58,165391,0.132,0.698,0.542,0.00117,2,0.199,-4.317,1,0.131,140.096,4,0.664
Busy Earnin',Jungle,64,181772,0.209,0.457,0.883,5.11E-06,10,0.0912,-5.61,0,0.0376,99.937,4,0.736
Ready to Start,Arcade Fire,62,255893,0.12,0.282,0.932,0.0335,9,0.0692,-4.701,1,0.0387,190.08,4,0.536
Limit To Your Love,James Blake,61,276720,0.549,0.775,0.281,0.242,10,0.0941,-10.216,0,0.096,139.951,4,0.0398
Los Ageless,St. Vincent,64,281346,0.0698,0.527,0.716,8.71E-05,5,0.0737,-6.029,0,0.0616,99.426,4,0.331
Yet Again,Grizzly Bear,54,318423,0.00345,0.472,0.875,0.00576,4,0.128,-5.024,0,0.0446,136.064,4,0.461
Zombie,Jamie T,63,246186,0.0133,0.546,0.912,0,4,0.552,-4.341,1,0.0633,145.053,4,0.709
Stylo (feat. Mos Def and Bobby Womack),Gorillaz,65,270520,0.00604,0.686,0.751,0.000849,10,0.0979,-5.747,0,0.0604,100.222,4,0.851
Necessary Evil,Unknown Mortal Orchestra,60,317800,0.045,0.828,0.724,0.0618,9,0.132,-7.217,1,0.113,96.2,4,0.694
It's Real,Real Estate,50,168493,0.00928,0.419,0.856,0.0964,2,0.124,-5.443,1,0.0298,152.009,4,0.721
If You're Never Gonna Move,Jessie Ware,43,207240,0.226,0.618,0.565,0.0845,2,0.105,-10.08,1,0.0334,101.006,4,0.828
Them Changes,Thundercat,57,188385,0.543,0.785,0.546,0.000551,8,0.0929,-8.644,1,0.0644,81.677,4,0.719
Laura,Bat For Lashes,49,266493,0.922,0.459,0.187,0,7,0.0939,-9.326,1,0.0361,96.983,4,0.0625
Shame,Young Fathers,49,249706,0.0014,0.522,0.845,0.359,0,0.0922,-1.828,1,0.0345,158.965,4,0.728
Queen,Perfume Genius,39,230720,0.225,0.416,0.523,0.0663,1,0.186,-5.579,1,0.0291,132.015,4,0.133
(No One Knows Me) Like the Piano,Sampha,67,218160,0.976,0.621,0.199,0.00186,10,0.107,-13.788,1,0.0344,128.905,4,0.178
Keep Your Name,Dirty Projectors,55,270172,0.443,0.542,0.485,0.000738,0,0.4,-7.443,0,0.0361,112.435,4,0.345
Step,Vampire Weekend,66,251626,0.591,0.624,0.724,7.79E-06,10,0.101,-7.113,1,0.101,78.008,4,0.624
There's A Reason Why (I Never Returned Your Calls),Blossoms,65,222488,0.0166,0.493,0.882,2.97E-06,11,0.188,-5.37,1,0.046,123.985,4,0.685
